location,date,new_cases
Russia,4/3/2021,8906
Russia,4/4/2021,8697
Russia,4/5/2021,8525
Russia,4/6/2021,8206
Russia,4/7/2021,8174
Russia,4/8/2021,8545
Russia,4/9/2021,9027
Russia,4/10/2021,8580
Russia,4/11/2021,8576
Russia,4/12/2021,8191
Russia,4/13/2021,8044
Russia,4/14/2021,8202
Russia,4/15/2021,8818
Russia,4/16/2021,8872
Russia,4/17/2021,9201
Russia,4/18/2021,8507
Russia,4/19/2021,8465
Russia,4/20/2021,8044
Russia,4/21/2021,8146
Russia,4/22/2021,8874
Russia,4/23/2021,8717
Russia,4/24/2021,8698
Russia,4/25/2021,8652
Russia,4/26/2021,8681
Russia,4/27/2021,7931
Russia,4/28/2021,7729
Russia,4/29/2021,9161
Russia,4/30/2021,8613
Russia,5/1/2021,9147
Russia,5/2/2021,8574
Russia,5/3/2021,8368
Russia,5/4/2021,7653
Russia,5/5/2021,7857
Russia,5/6/2021,7518
Russia,5/7/2021,8261
Russia,5/8/2021,8198
Russia,5/9/2021,8290
Russia,5/10/2021,8338
Russia,5/11/2021,7989
Russia,5/12/2021,8096
Russia,5/13/2021,8259
Russia,5/14/2021,9338
Russia,5/15/2021,8667
Russia,5/16/2021,8426
Russia,5/17/2021,9204
Russia,5/18/2021,8057
Russia,5/19/2021,7799
Russia,5/20/2021,9112
Russia,5/21/2021,8811
Russia,5/22/2021,8585
Russia,5/23/2021,8827
Russia,5/24/2021,8283
Russia,5/25/2021,7762
Russia,5/26/2021,8247
Russia,5/27/2021,8911
Russia,5/28/2021,9126
Russia,5/29/2021,9155
Russia,5/30/2021,9558
Russia,5/31/2021,8341
Russia,6/1/2021,9369
Russia,6/2/2021,8702
Russia,6/3/2021,8807
Russia,6/4/2021,8820
Russia,6/5/2021,9011
Russia,6/6/2021,9025
Russia,6/7/2021,9297
Russia,6/8/2021,9843
Russia,6/9/2021,10271
Russia,6/10/2021,11560
Russia,6/11/2021,12361
Russia,6/12/2021,13360
Russia,6/13/2021,14561
Russia,6/14/2021,13550
Russia,6/15/2021,14002
Russia,6/16/2021,13209
Russia,6/17/2021,13857
Russia,6/18/2021,17051
Russia,6/19/2021,17679
Russia,6/20/2021,17367
Russia,6/21/2021,17114
Russia,6/22/2021,16438
Russia,6/23/2021,17303
Russia,6/24/2021,19871
Russia,6/25/2021,20065
Russia,6/26/2021,21312
Russia,6/27/2021,20169
Russia,6/28/2021,21258
Russia,6/29/2021,20217
Russia,6/30/2021,20633
Russia,7/1/2021,23128
Russia,7/2/2021,22791
Russia,7/3/2021,24003
Russia,7/4/2021,24693
Russia,7/5/2021,23895
Russia,7/6/2021,22926
Russia,7/7/2021,23510
Russia,7/8/2021,24361
Russia,7/9/2021,25299
Russia,7/10/2021,24607
Russia,7/11/2021,24544
Russia,7/12/2021,24649
Russia,7/13/2021,24211
Russia,7/14/2021,23331
Russia,7/15/2021,24793
Russia,7/16/2021,25188
Russia,7/17/2021,24590
Russia,7/18/2021,24480
Russia,7/19/2021,24098
Russia,7/20/2021,23234
Russia,7/21/2021,23164
Russia,7/22/2021,23938
Russia,7/23/2021,23276
Russia,7/24/2021,23395
Russia,7/25/2021,23517
Russia,7/26/2021,22678
Russia,7/27/2021,22486
Russia,7/28/2021,21870
Russia,7/29/2021,22720
Russia,7/30/2021,23016
Russia,7/31/2021,23264
Russia,8/1/2021,22264
Russia,8/2/2021,22969
Russia,8/3/2021,21471
Russia,8/4/2021,22053
Russia,8/5/2021,22564
Russia,8/6/2021,22073
Russia,8/7/2021,21727
Russia,8/8/2021,22271
Russia,8/9/2021,21554
Russia,8/10/2021,20765
Russia,8/11/2021,20958
Russia,8/12/2021,21311
Russia,8/13/2021,21661
Russia,8/14/2021,21531
Russia,8/15/2021,21010
Russia,8/16/2021,20154
Russia,8/17/2021,20349
Russia,8/18/2021,20312
Russia,8/19/2021,20459
Russia,8/20/2021,20402
Russia,8/21/2021,20414
Russia,8/22/2021,19977
Russia,8/23/2021,18875
Russia,8/24/2021,18260
Russia,8/25/2021,18972
Russia,8/26/2021,19094
Russia,8/27/2021,18982
Russia,8/28/2021,18986
Russia,8/29/2021,18798
Russia,8/30/2021,17858
Russia,8/31/2021,17374
Russia,9/1/2021,17955
Russia,9/2/2021,18591
Russia,9/3/2021,18470
Russia,9/4/2021,18400
Russia,9/5/2021,18262
Russia,9/6/2021,17487
Russia,9/7/2021,17060
Russia,9/8/2021,17673
Russia,9/9/2021,18033
Russia,9/10/2021,18008
Russia,9/11/2021,18564
Russia,9/12/2021,18235
Russia,9/13/2021,17861
Russia,9/14/2021,17529
Russia,9/15/2021,18543
Russia,9/16/2021,19288
Russia,9/17/2021,19589
Russia,9/18/2021,19999
Russia,9/19/2021,19825
Russia,9/20/2021,19376
Russia,9/21/2021,18796
Russia,9/22/2021,19308
Russia,9/23/2021,21023
Russia,9/24/2021,20942
Russia,9/25/2021,21583
Russia,9/26/2021,22015
Russia,9/27/2021,21731
Russia,9/28/2021,21040
Russia,9/29/2021,21891
Russia,9/30/2021,23330
Russia,10/1/2021,23953
Russia,10/2/2021,24632
Russia,10/3/2021,25161
Russia,10/4/2021,25150
Russia,10/5/2021,24465
Russia,10/6/2021,24479
Russia,10/7/2021,26881
Russia,10/8/2021,26561
Russia,10/9/2021,28648
Russia,10/10/2021,27889
Russia,10/11/2021,28636
Russia,10/12/2021,27414
Russia,10/13/2021,27926
Russia,10/14/2021,30489
Russia,10/15/2021,31362
Russia,10/16/2021,32351
Russia,10/17/2021,33428
Russia,10/18/2021,33434
Russia,10/19/2021,32835
Russia,10/20/2021,33162
Russia,10/21/2021,35416
Russia,10/22/2021,36205
Russia,10/23/2021,36728
Russia,10/24/2021,34690
Russia,10/25/2021,36947
Russia,10/26/2021,35454
Russia,10/27/2021,35575
Russia,10/28/2021,39070
Russia,10/29/2021,38805
Russia,10/30/2021,39203
Russia,10/31/2021,39931
Russia,11/1/2021,39321
Russia,11/2/2021,37927
Russia,11/3/2021,39357
Russia,11/4/2021,39117
Russia,11/5/2021,39617
Russia,11/6/2021,40210
Russia,11/7/2021,38028
Russia,11/8/2021,38257
Russia,11/9/2021,37999
Russia,11/10/2021,36896
Russia,11/11/2021,39584
Russia,11/12/2021,38941
Russia,11/13/2021,38068
Russia,11/14/2021,37620
Russia,11/15/2021,37210
Russia,11/16/2021,35612
Russia,11/17/2021,35415
Russia,11/18/2021,36155
Russia,11/19/2021,35935
Russia,11/20/2021,35896
Russia,11/21/2021,35749
Russia,11/22/2021,34533
Russia,11/23/2021,32899
Russia,11/24/2021,32555
Russia,11/25/2021,32866
Russia,11/26/2021,33824
Russia,11/27/2021,33119
Russia,11/28/2021,32786
Russia,11/29/2021,33170
Russia,11/30/2021,31990
Russia,12/1/2021,32196
Russia,12/2/2021,32757
Russia,12/3/2021,32316
Russia,12/4/2021,32374
Russia,12/5/2021,32013
Russia,12/6/2021,31569
Russia,12/7/2021,30546
Russia,12/8/2021,30228
Russia,12/9/2021,29701
Russia,12/10/2021,30383
Russia,12/11/2021,29815
Russia,12/12/2021,29483
Russia,12/13/2021,29208
Russia,12/14/2021,27910
Russia,12/15/2021,28011
Russia,12/16/2021,28158
Russia,12/17/2021,27427
Russia,12/18/2021,27131
Russia,12/19/2021,27680
Russia,12/20/2021,26744
Russia,12/21/2021,25655
Russia,12/22/2021,25038
Russia,12/23/2021,25446
Russia,12/24/2021,24522
Russia,12/25/2021,24771
Russia,12/26/2021,23543
Russia,12/27/2021,23036
Russia,12/28/2021,21751
Russia,12/29/2021,20957
Russia,12/30/2021,20914
Russia,12/31/2021,20482
Russia,1/1/2022,19606
Russia,1/2/2022,18088
Russia,1/3/2022,16193
Russia,1/4/2022,15760
Russia,1/5/2022,15632
Russia,1/6/2022,15179
Russia,1/7/2022,16608
Russia,1/8/2022,16424
Russia,1/9/2022,16111
Russia,1/10/2022,15699
Russia,1/11/2022,17396
Russia,1/12/2022,17797
Russia,1/13/2022,20972
Russia,1/14/2022,23614
Russia,1/15/2022,26949
Russia,1/16/2022,28977
Russia,1/17/2022,30457
Russia,1/18/2022,30959
Russia,1/19/2022,33571
Russia,1/20/2022,38508
United States,1/22/2020,
United States,1/23/2020,0
United States,1/24/2020,1
United States,1/25/2020,0
United States,1/26/2020,3
United States,1/27/2020,0
United States,1/28/2020,0
United States,1/29/2020,1
United States,1/30/2020,0
United States,1/31/2020,2
United States,2/1/2020,0
United States,2/2/2020,0
United States,2/3/2020,3
United States,2/4/2020,0
United States,2/5/2020,0
United States,2/6/2020,1
United States,2/7/2020,0
United States,2/8/2020,0
United States,2/9/2020,0
United States,2/10/2020,0
United States,2/11/2020,1
United States,2/12/2020,0
United States,2/13/2020,1
United States,2/14/2020,0
United States,2/15/2020,0
United States,2/16/2020,0
United States,2/17/2020,0
United States,2/18/2020,0
United States,2/19/2020,0
United States,2/20/2020,0
United States,2/21/2020,2
United States,2/22/2020,0
United States,2/23/2020,0
United States,2/24/2020,0
United States,2/25/2020,0
United States,2/26/2020,0
United States,2/27/2020,1
United States,2/28/2020,0
United States,2/29/2020,8
United States,3/1/2020,7
United States,3/2/2020,23
United States,3/3/2020,19
United States,3/4/2020,33
United States,3/5/2020,77
United States,3/6/2020,53
United States,3/7/2020,166
United States,3/8/2020,116
United States,3/9/2020,75
United States,3/10/2020,188
United States,3/11/2020,365
United States,3/12/2020,439
United States,3/13/2020,633
United States,3/14/2020,759
United States,3/15/2020,234
United States,3/16/2020,1467
United States,3/17/2020,1833
United States,3/18/2020,2657
United States,3/19/2020,4494
United States,3/20/2020,6367
United States,3/21/2020,5995
United States,3/22/2020,8919
United States,3/23/2020,11152
United States,3/24/2020,10618
United States,3/25/2020,12127
United States,3/26/2020,17821
United States,3/27/2020,18591
United States,3/28/2020,22164
United States,3/29/2020,16127
United States,3/30/2020,22154
United States,3/31/2020,26381
United States,4/1/2020,32238
United States,4/2/2020,32230
United States,4/3/2020,32482
United States,4/4/2020,32176
United States,4/5/2020,29604
United States,4/6/2020,31858
United States,4/7/2020,30343
United States,4/8/2020,31150
United States,4/9/2020,36443
United States,4/10/2020,34347
United States,4/11/2020,29278
United States,4/12/2020,26872
United States,4/13/2020,26924
United States,4/14/2020,28395
United States,4/15/2020,25900
United States,4/16/2020,29956
United States,4/17/2020,33157
United States,4/18/2020,27994
United States,4/19/2020,25923
United States,4/20/2020,29680
United States,4/21/2020,26170
United States,4/22/2020,29419
United States,4/23/2020,32768
United States,4/24/2020,32152
United States,4/25/2020,30994
United States,4/26/2020,26547
United States,4/27/2020,23750
United States,4/28/2020,24690
United States,4/29/2020,26221
United States,4/30/2020,29242
United States,5/1/2020,35021
United States,5/2/2020,27824
United States,5/3/2020,24492
United States,5/4/2020,23713
United States,5/5/2020,24329
United States,5/6/2020,24264
United States,5/7/2020,27659
United States,5/8/2020,27274
United States,5/9/2020,24447
United States,5/10/2020,19148
United States,5/11/2020,19034
United States,5/12/2020,22842
United States,5/13/2020,20575
United States,5/14/2020,26532
United States,5/15/2020,24822
United States,5/16/2020,24233
United States,5/17/2020,18798
United States,5/18/2020,22134
United States,5/19/2020,20761
United States,5/20/2020,22723
United States,5/21/2020,25806
United States,5/22/2020,23619
United States,5/23/2020,20979
United States,5/24/2020,20591
United States,5/25/2020,18653
United States,5/26/2020,18576
United States,5/27/2020,19407
United States,5/28/2020,21647
United States,5/29/2020,24735
United States,5/30/2020,24085
United States,5/31/2020,19454
United States,6/1/2020,16967
United States,6/2/2020,21283
United States,6/3/2020,19771
United States,6/4/2020,21724
United States,6/5/2020,25003
United States,6/6/2020,21298
United States,6/7/2020,18413
United States,6/8/2020,16505
United States,6/9/2020,18094
United States,6/10/2020,21069
United States,6/11/2020,22384
United States,6/12/2020,25326
United States,6/13/2020,24972
United States,6/14/2020,19420
United States,6/15/2020,18522
United States,6/16/2020,23839
United States,6/17/2020,27390
United States,6/18/2020,28314
United States,6/19/2020,31697
United States,6/20/2020,32613
United States,6/21/2020,26189
United States,6/22/2020,30973
United States,6/23/2020,37223
United States,6/24/2020,36232
United States,6/25/2020,40370
United States,6/26/2020,46210
United States,6/27/2020,41737
United States,6/28/2020,41862
United States,6/29/2020,39642
United States,6/30/2020,48315
United States,7/1/2020,51567
United States,7/2/2020,56348
United States,7/3/2020,52620
United States,7/4/2020,48946
United States,7/5/2020,50438
United States,7/6/2020,42800
United States,7/7/2020,58857
United States,7/8/2020,59721
United States,7/9/2020,60874
United States,7/10/2020,67778
United States,7/11/2020,61371
United States,7/12/2020,60684
United States,7/13/2020,57563
United States,7/14/2020,66440
United States,7/15/2020,67966
United States,7/16/2020,76039
United States,7/17/2020,72251
United States,7/18/2020,63797
United States,7/19/2020,61449
United States,7/20/2020,60214
United States,7/21/2020,65583
United States,7/22/2020,70384
United States,7/23/2020,68255
United States,7/24/2020,74149
United States,7/25/2020,66999
United States,7/26/2020,56157
United States,7/27/2020,56169
United States,7/28/2020,63694
United States,7/29/2020,68374
United States,7/30/2020,67966
United States,7/31/2020,68467
United States,8/1/2020,59131
United States,8/2/2020,46006
United States,8/3/2020,45281
United States,8/4/2020,54977
United States,8/5/2020,55884
United States,8/6/2020,57232
United States,8/7/2020,61062
United States,8/8/2020,55175
United States,8/9/2020,48137
United States,8/10/2020,45219
United States,8/11/2020,52602
United States,8/12/2020,52802
United States,8/13/2020,51529
United States,8/14/2020,65073
United States,8/15/2020,49656
United States,8/16/2020,40103
United States,8/17/2020,35661
United States,8/18/2020,42904
United States,8/19/2020,44262
United States,8/20/2020,44588
United States,8/21/2020,48789
United States,8/22/2020,44404
United States,8/23/2020,34565
United States,8/24/2020,34882
United States,8/25/2020,40927
United States,8/26/2020,43956
United States,8/27/2020,45988
United States,8/28/2020,46535
United States,8/29/2020,44242
United States,8/30/2020,34928
United States,8/31/2020,32613
United States,9/1/2020,42943
United States,9/2/2020,40642
United States,9/3/2020,44354
United States,9/4/2020,50690
United States,9/5/2020,43509
United States,9/6/2020,31050
United States,9/7/2020,23896
United States,9/8/2020,25690
United States,9/9/2020,34538
United States,9/10/2020,35897
United States,9/11/2020,48020
United States,9/12/2020,41688
United States,9/13/2020,34532
United States,9/14/2020,33169
United States,9/15/2020,39542
United States,9/16/2020,38874
United States,9/17/2020,45251
United States,9/18/2020,49221
United States,9/19/2020,42738
United States,9/20/2020,38918
United States,9/21/2020,50593
United States,9/22/2020,40159
United States,9/23/2020,38852
United States,9/24/2020,47474
United States,9/25/2020,48549
United States,9/26/2020,44930
United States,9/27/2020,38153
United States,9/28/2020,32447
United States,9/29/2020,43514
United States,9/30/2020,39078
United States,10/1/2020,46094
United States,10/2/2020,55128
United States,10/3/2020,50657
United States,10/4/2020,34632
United States,10/5/2020,38230
United States,10/6/2020,45218
United States,10/7/2020,51219
United States,10/8/2020,58914
United States,10/9/2020,56750
United States,10/10/2020,55740
United States,10/11/2020,46831
United States,10/12/2020,41732
United States,10/13/2020,51091
United States,10/14/2020,59302
United States,10/15/2020,65119
United States,10/16/2020,69123
United States,10/17/2020,57692
United States,10/18/2020,50988
United States,10/19/2020,66736
United States,10/20/2020,61695
United States,10/21/2020,63318
United States,10/22/2020,76224
United States,10/23/2020,82479
United States,10/24/2020,83728
United States,10/25/2020,62666
United States,10/26/2020,65976
United States,10/27/2020,77161
United States,10/28/2020,79266
United States,10/29/2020,91218
United States,10/30/2020,100088
United States,10/31/2020,90730
United States,11/1/2020,105643
United States,11/2/2020,83331
United States,11/3/2020,127831
United States,11/4/2020,104172
United States,11/5/2020,130012
United States,11/6/2020,127811
United States,11/7/2020,132119
United States,11/8/2020,115351
United States,11/9/2020,118039
United States,11/10/2020,140263
United States,11/11/2020,149488
United States,11/12/2020,161758
United States,11/13/2020,181123
United States,11/14/2020,172279
United States,11/15/2020,137911
United States,11/16/2020,159172
United States,11/17/2020,164153
United States,11/18/2020,173406
United States,11/19/2020,191894
United States,11/20/2020,201430
United States,11/21/2020,182019
United States,11/22/2020,146644
United States,11/23/2020,171934
United States,11/24/2020,177232
United States,11/25/2020,184883
United States,11/26/2020,118380
United States,11/27/2020,203007
United States,11/28/2020,158747
United States,11/29/2020,140829
United States,11/30/2020,155673
United States,12/1/2020,194023
United States,12/2/2020,204495
United States,12/3/2020,224136
United States,12/4/2020,235301
United States,12/5/2020,221897
United States,12/6/2020,179200
United States,12/7/2020,190133
United States,12/8/2020,230928
United States,12/9/2020,221116
United States,12/10/2020,234655
United States,12/11/2020,240233
United States,12/12/2020,222149
United States,12/13/2020,186678
United States,12/14/2020,200590
United States,12/15/2020,222020
United States,12/16/2020,240662
United States,12/17/2020,237201
United States,12/18/2020,248936
United States,12/19/2020,202550
United States,12/20/2020,185322
United States,12/21/2020,189696
United States,12/22/2020,201938
United States,12/23/2020,225746
United States,12/24/2020,204867
United States,12/25/2020,108680
United States,12/26/2020,218963
United States,12/27/2020,154977
United States,12/28/2020,166654
United States,12/29/2020,201667
United States,12/30/2020,222902
United States,12/31/2020,258092
United States,1/1/2021,166250
United States,1/2/2021,295857
United States,1/3/2021,203627
United States,1/4/2021,181609
United States,1/5/2021,231227
United States,1/6/2021,256844
United States,1/7/2021,288588
United States,1/8/2021,303444
United States,1/9/2021,259519
United States,1/10/2021,213365
United States,1/11/2021,210817
United States,1/12/2021,218879
United States,1/13/2021,229817
United States,1/14/2021,238022
United States,1/15/2021,247007
United States,1/16/2021,208628
United States,1/17/2021,176586
United States,1/18/2021,141071
United States,1/19/2021,164277
United States,1/20/2021,185380
United States,1/21/2021,192313
United States,1/22/2021,189519
United States,1/23/2021,174854
United States,1/24/2021,137821
United States,1/25/2021,142110
United States,1/26/2021,144773
United States,1/27/2021,155128
United States,1/28/2021,167434
United States,1/29/2021,165838
United States,1/30/2021,145681
United States,1/31/2021,115419
United States,2/1/2021,129360
United States,2/2/2021,113866
United States,2/3/2021,123103
United States,2/4/2021,123917
United States,2/5/2021,131652
United States,2/6/2021,110948
United States,2/7/2021,91876
United States,2/8/2021,85004
United States,2/9/2021,94593
United States,2/10/2021,95822
United States,2/11/2021,106297
United States,2/12/2021,100028
United States,2/13/2021,88850
United States,2/14/2021,66344
United States,2/15/2021,54638
United States,2/16/2021,58602
United States,2/17/2021,70062
United States,2/18/2021,71355
United States,2/19/2021,78183
United States,2/20/2021,73401
United States,2/21/2021,57894
United States,2/22/2021,54832
United States,2/23/2021,72008
United States,2/24/2021,75007
United States,2/25/2021,78054
United States,2/26/2021,78727
United States,2/27/2021,66063
United States,2/28/2021,51864
United States,3/1/2021,54487
United States,3/2/2021,57063
United States,3/3/2021,67143
United States,3/4/2021,68530
United States,3/5/2021,66863
United States,3/6/2021,59292
United States,3/7/2021,42061
United States,3/8/2021,44311
United States,3/9/2021,55806
United States,3/10/2021,58231
United States,3/11/2021,62894
United States,3/12/2021,62071
United States,3/13/2021,53590
United States,3/14/2021,38853
United States,3/15/2021,54764
United States,3/16/2021,54377
United States,3/17/2021,59485
United States,3/18/2021,60522
United States,3/19/2021,62066
United States,3/20/2021,57020
United States,3/21/2021,34978
United States,3/22/2021,49477
United States,3/23/2021,53294
United States,3/24/2021,87120
United States,3/25/2021,67975
United States,3/26/2021,77531
United States,3/27/2021,62223
United States,3/28/2021,46355
United States,3/29/2021,67294
United States,3/30/2021,61439
United States,3/31/2021,66969
United States,4/1/2021,79183
United States,4/2/2021,71848
United States,4/3/2021,64240
United States,4/4/2021,36648
United States,4/5/2021,73154
United States,4/6/2021,61140
United States,4/7/2021,74983
United States,4/8/2021,80252
United States,4/9/2021,84335
United States,4/10/2021,69291
United States,4/11/2021,46441
United States,4/12/2021,66951
United States,4/13/2021,79138
United States,4/14/2021,75315
United States,4/15/2021,73907
United States,4/16/2021,80375
United States,4/17/2021,54159
United States,4/18/2021,42878
United States,4/19/2021,66169
United States,4/20/2021,60918
United States,4/21/2021,63822
United States,4/22/2021,66989
United States,4/23/2021,62378
United States,4/24/2021,54189
United States,4/25/2021,33973
United States,4/26/2021,45658
United States,4/27/2021,50730
United States,4/28/2021,55090
United States,4/29/2021,58913
United States,4/30/2021,58159
United States,5/1/2021,46660
United States,5/2/2021,30062
United States,5/3/2021,48771
United States,5/4/2021,40798
United States,5/5/2021,45703
United States,5/6/2021,46955
United States,5/7/2021,48104
United States,5/8/2021,34520
United States,5/9/2021,22099
United States,5/10/2021,35153
United States,5/11/2021,34062
United States,5/12/2021,36192
United States,5/13/2021,38526
United States,5/14/2021,41862
United States,5/15/2021,29609
United States,5/16/2021,17442
United States,5/17/2021,27771
United States,5/18/2021,27799
United States,5/19/2021,29509
United States,5/20/2021,29843
United States,5/21/2021,28549
United States,5/22/2021,20574
United States,5/23/2021,13472
United States,5/24/2021,24445
United States,5/25/2021,23089
United States,5/26/2021,24531
United States,5/27/2021,27149
United States,5/28/2021,21922
United States,5/29/2021,12618
United States,5/30/2021,7176
United States,5/31/2021,6108
United States,6/1/2021,21495
United States,6/2/2021,17195
United States,6/3/2021,19103
United States,6/4/2021,17132
United States,6/5/2021,14605
United States,6/6/2021,5823
United States,6/7/2021,14829
United States,6/8/2021,13081
United States,6/9/2021,18987
United States,6/10/2021,14363
United States,6/11/2021,24834
United States,6/12/2021,8764
United States,6/13/2021,5264
United States,6/14/2021,12144
United States,6/15/2021,10897
United States,6/16/2021,12577
United States,6/17/2021,10623
United States,6/18/2021,21365
United States,6/19/2021,8681
United States,6/20/2021,4584
United States,6/21/2021,11334
United States,6/22/2021,10863
United States,6/23/2021,13157
United States,6/24/2021,13660
United States,6/25/2021,24334
United States,6/26/2021,8872
United States,6/27/2021,4382
United States,6/28/2021,14306
United States,6/29/2021,6781
United States,6/30/2021,16323
United States,7/1/2021,14376
United States,7/2/2021,29377
United States,7/3/2021,4899
United States,7/4/2021,3898
United States,7/5/2021,8906
United States,7/6/2021,23072
United States,7/7/2021,22630
United States,7/8/2021,19028
United States,7/9/2021,47488
United States,7/10/2021,8781
United States,7/11/2021,11354
United States,7/12/2021,33050
United States,7/13/2021,26391
United States,7/14/2021,33167
United States,7/15/2021,29905
United States,7/16/2021,77481
United States,7/17/2021,12393
United States,7/18/2021,20193
United States,7/19/2021,51388
United States,7/20/2021,40566
United States,7/21/2021,50580
United States,7/22/2021,54663
United States,7/23/2021,119392
United States,7/24/2021,26108
United States,7/25/2021,26137
United States,7/26/2021,85086
United States,7/27/2021,68734
United States,7/28/2021,69433
United States,7/29/2021,79285
United States,7/30/2021,188068
United States,7/31/2021,34217
United States,8/1/2021,43832
United States,8/2/2021,117746
United States,8/3/2021,103197
United States,8/4/2021,96667
United States,8/5/2021,110916
United States,8/6/2021,255293
United States,8/7/2021,51471
United States,8/8/2021,29319
United States,8/9/2021,175898
United States,8/10/2021,121207
United States,8/11/2021,156253
United States,8/12/2021,142192
United States,8/13/2021,229847
United States,8/14/2021,51826
United States,8/15/2021,44355
United States,8/16/2021,214768
United States,8/17/2021,152820
United States,8/18/2021,158623
United States,8/19/2021,157240
United States,8/20/2021,245685
United States,8/21/2021,69916
United States,8/22/2021,39007
United States,8/23/2021,231399
United States,8/24/2021,157123
United States,8/25/2021,169427
United States,8/26/2021,184453
United States,8/27/2021,243575
United States,8/28/2021,65318
United States,8/29/2021,45549
United States,8/30/2021,252003
United States,8/31/2021,171273
United States,9/1/2021,202254
United States,9/2/2021,175079
United States,9/3/2021,235591
United States,9/4/2021,74102
United States,9/5/2021,47335
United States,9/6/2021,80601
United States,9/7/2021,254798
United States,9/8/2021,183031
United States,9/9/2021,160120
United States,9/10/2021,228209
United States,9/11/2021,73631
United States,9/12/2021,42904
United States,9/13/2021,244531
United States,9/14/2021,146192
United States,9/15/2021,170585
United States,9/16/2021,155512
United States,9/17/2021,208870
United States,9/18/2021,64283
United States,9/19/2021,42201
United States,9/20/2021,188406
United States,9/21/2021,121662
United States,9/22/2021,133127
United States,9/23/2021,126470
United States,9/24/2021,176902
United States,9/25/2021,54031
United States,9/26/2021,49627
United States,9/27/2021,164667
United States,9/28/2021,111389
United States,9/29/2021,123416
United States,9/30/2021,109960
United States,10/1/2021,152873
United States,10/2/2021,44983
United States,10/3/2021,41777
United States,10/4/2021,151270
United States,10/5/2021,97378
United States,10/6/2021,110591
United States,10/7/2021,100550
United States,10/8/2021,126478
United States,10/9/2021,32840
United States,10/10/2021,37627
United States,10/11/2021,100638
United States,10/12/2021,106374
United States,10/13/2021,121576
United States,10/14/2021,86375
United States,10/15/2021,109798
United States,10/16/2021,36362
United States,10/17/2021,31935
United States,10/18/2021,102200
United States,10/19/2021,80946
United States,10/20/2021,91457
United States,10/21/2021,78902
United States,10/22/2021,95156
United States,10/23/2021,30142
United States,10/24/2021,18229
United States,10/25/2021,114307
United States,10/26/2021,68717
United States,10/27/2021,100902
United States,10/28/2021,77551
United States,10/29/2021,93585
United States,10/30/2021,32575
United States,10/31/2021,31698
United States,11/1/2021,113984
United States,11/2/2021,71117
United States,11/3/2021,84576
United States,11/4/2021,81832
United States,11/5/2021,96091
United States,11/6/2021,34058
United States,11/7/2021,35897
United States,11/8/2021,110610
United States,11/9/2021,80319
United States,11/10/2021,95021
United States,11/11/2021,57167
United States,11/12/2021,144898
United States,11/13/2021,42557
United States,11/14/2021,31093
United States,11/15/2021,136842
United States,11/16/2021,87847
United States,11/17/2021,111731
United States,11/18/2021,110348
United States,11/19/2021,125867
United States,11/20/2021,43701
United States,11/21/2021,38926
United States,11/22/2021,147709
United States,11/23/2021,92724
United States,11/24/2021,111646
United States,11/25/2021,34803
United States,11/26/2021,52092
United States,11/27/2021,25494
United States,11/28/2021,42150
United States,11/29/2021,192796
United States,11/30/2021,117488
United States,12/1/2021,138617
United States,12/2/2021,138447
United States,12/3/2021,158040
United States,12/4/2021,59269
United States,12/5/2021,49800
United States,12/6/2021,179790
United States,12/7/2021,113307
United States,12/8/2021,150869
United States,12/9/2021,122217
United States,12/10/2021,170738
United States,12/11/2021,54764
United States,12/12/2021,50565
United States,12/13/2021,187292
United States,12/14/2021,116095
United States,12/15/2021,144134
United States,12/16/2021,141745
United States,12/17/2021,192954
United States,12/18/2021,76479
United States,12/19/2021,86912
United States,12/20/2021,242236
United States,12/21/2021,179122
United States,12/22/2021,241808
United States,12/23/2021,269413
United States,12/24/2021,219735
United States,12/25/2021,57469
United States,12/26/2021,183148
United States,12/27/2021,544933
United States,12/28/2021,356588
United States,12/29/2021,499138
United States,12/30/2021,592783
United States,12/31/2021,474725
United States,1/1/2022,117947
United States,1/2/2022,251545
United States,1/3/2022,1178451
United States,1/4/2022,805545
United States,1/5/2022,642775
United States,1/6/2022,815048
United States,1/7/2022,855098
United States,1/8/2022,381481
United States,1/9/2022,472935
United States,1/10/2022,1369226
United States,1/11/2022,768245
United States,1/12/2022,907856
United States,1/13/2022,837662
United States,1/14/2022,808146
United States,1/15/2022,533085
United States,1/16/2022,411632
United States,1/17/2022,706375
United States,1/18/2022,1057841
United States,1/19/2022,990425
United States,1/20/2022,644774
Vietnam,1/23/2020,2
Vietnam,1/24/2020,0
Vietnam,1/25/2020,0
Vietnam,1/26/2020,0
Vietnam,1/27/2020,0
Vietnam,1/28/2020,0
Vietnam,1/29/2020,0
Vietnam,1/30/2020,0
Vietnam,1/31/2020,0
Vietnam,2/1/2020,4
Vietnam,2/2/2020,0
Vietnam,2/3/2020,2
Vietnam,2/4/2020,0
Vietnam,2/5/2020,0
Vietnam,2/6/2020,2
Vietnam,2/7/2020,0
Vietnam,2/8/2020,3
Vietnam,2/9/2020,0
Vietnam,2/10/2020,1
Vietnam,2/11/2020,1
Vietnam,2/12/2020,0
Vietnam,2/13/2020,1
Vietnam,2/14/2020,0
Vietnam,2/15/2020,0
Vietnam,2/16/2020,0
Vietnam,2/17/2020,0
Vietnam,2/18/2020,0
Vietnam,2/19/2020,0
Vietnam,2/20/2020,0
Vietnam,2/21/2020,0
